hrs,year,getahead,class,health,sex,educ,racehisp
40,2016,Both equally,Working class,Excellent,Female,14,White
,2016,Luck or help,Middle class,Poor,Female,18,White
30,2016,Hard work,Middle class,Good,Female,16,Other
40,2016,Hard work,Middle class,Good,Female,13,White
40,2016,Hard work,Middle class,Good,Male,16,White
73,2016,Both equally,Working class,Good,Male,13,White
,2016,Hard work,Middle class,Good,Female,20,Other
,2016,Hard work,Working class,Poor,Male,16,Black
70,2016,Luck or help,Middle class,Good,Male,18,White
32,2016,Luck or help,Working class,Good,Female,16,White
,2016,Both equally,Middle class,Good,Female,16,White
,2016,Hard work,Middle class,Good,Male,14,White
50,2016,Hard work,Working class,Fair,Female,12,White
43,2016,Hard work,Working class,Good,Female,16,Other
60,2016,Hard work,Working class,Excellent,Male,18,Hispanic
40,2016,Hard work,Working class,Good,Female,8,White
,2016,Hard work,Middle class,Fair,Male,20,White
20,2016,Both equally,Working class,Fair,Female,15,White
,2016,Hard work,Middle class,Excellent,Female,16,White
,2016,Hard work,Working class,Fair,Male,10,White
18,2016,Hard work,Middle class,Excellent,Male,12,White
40,2016,Hard work,Working class,Good,Female,12,White
40,2016,Hard work,Lower class,Fair,Female,12,Black
46,2016,Hard work,Middle class,Excellent,Female,16,White
47,2016,Both equally,Working class,Excellent,Female,16,Black
,2016,Hard work,Lower class,Fair,Female,14,Black
,2016,Hard work,Middle class,Good,Female,11,White
,2016,Hard work,Middle class,Fair,Female,12,White
40,2016,Hard work,Middle class,Good,Female,11,Black
40,2016,Hard work,Working class,Good,Female,16,Black
,2016,Luck or help,Middle class,Good,Male,14,Black
40,2016,Hard work,Working class,Fair,Female,9,White
,2016,Hard work,Working class,Good,Female,15,Black
,2016,Hard work,Middle class,Excellent,Female,18,Black
40,2016,Hard work,Working class,Fair,Male,16,White
,2016,Hard work,Working class,Poor,Male,9,White
40,2016,Hard work,Working class,Excellent,Male,14,White
,2016,Both equally,Working class,Good,Female,12,Hispanic
40,2016,Hard work,Working class,Good,Female,16,Hispanic
,2016,Hard work,Middle class,Good,Female,16,Black
24,2016,Hard work,Middle class,Good,Female,14,Black
,2016,Luck or help,Middle class,Good,Female,12,Black
,2016,Hard work,Lower class,Poor,Male,6,White
39,2016,Hard work,Working class,Good,Female,12,Black
,2016,Hard work,Upper class,Good,Female,12,Black
,2016,Hard work,Working class,Fair,Male,12,Black
40,2016,Both equally,Working class,Good,Female,14,Black
,2016,Luck or help,Lower class,Fair,Female,12,Black
,2016,Luck or help,Lower class,Excellent,Female,16,Black
35,2016,Hard work,Working class,Good,Female,14,Black
8,2016,Both equally,Lower class,Poor,Male,12,White
,2016,Luck or help,Upper class,Fair,Female,8,Black
,2016,Luck or help,Middle class,Excellent,Female,15,Hispanic
40,2016,Hard work,Working class,Fair,Female,12,White
,2016,Hard work,Middle class,Excellent,Female,17,White
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Hard work,Working class,Fair,Male,12,Black
,2016,Hard work,Working class,Fair,Male,15,White
60,2016,Hard work,Middle class,Excellent,Male,16,White
65,2016,Hard work,Working class,Good,Male,18,Black
,2016,Hard work,Middle class,Good,Female,14,White
40,2016,Hard work,Working class,Good,Female,14,Black
40,2016,Hard work,Working class,Good,Female,16,Black
,2016,Hard work,Working class,Fair,Female,14,Black
50,2016,Hard work,Working class,Good,Female,16,White
,2016,Hard work,,Excellent,Male,14,Other
50,2016,Luck or help,Working class,Excellent,Male,12,Black
40,2016,Hard work,Middle class,Good,Female,20,Black
,2016,Hard work,Upper class,Poor,Female,7,Black
,2016,Hard work,Middle class,Fair,Female,12,White
,2016,Hard work,Middle class,Good,Female,15,White
45,2016,Hard work,Working class,Good,Male,14,Black
60,2016,Hard work,Middle class,Good,Male,12,Black
40,2016,Both equally,Working class,Fair,Male,12,Black
,2016,Hard work,Upper class,Good,Male,13,Black
,2016,Hard work,Middle class,Fair,Female,16,Black
40,2016,Hard work,Working class,Good,Female,16,Black
55,2016,Hard work,Middle class,Good,Female,16,White
41,2016,Hard work,Working class,Fair,Male,14,Hispanic
40,2016,Hard work,Middle class,Good,Female,12,White
20,2016,Hard work,Working class,Fair,Female,16,Black
20,2016,Luck or help,Lower class,Good,Female,12,Black
65,2016,Hard work,Working class,Fair,Male,14,White
,2016,Hard work,Working class,Excellent,Female,18,White
,2016,Luck or help,Working class,Good,Female,17,White
,2016,Hard work,Working class,Poor,Female,14,White
40,2016,Hard work,Working class,Good,Male,12,Hispanic
,2016,Luck or help,Lower class,Poor,Female,14,Other
,2016,Hard work,Working class,Excellent,Male,13,Black
,2016,Hard work,Middle class,Good,Female,18,White
,2016,Hard work,Middle class,Good,Female,12,White
47,2016,Hard work,Working class,Good,Female,14,Black
40,2016,Hard work,Middle class,Good,Male,15,White
,2016,Hard work,Upper class,Good,Male,16,Black
40,2016,Hard work,Middle class,Good,Male,12,White
,2016,Hard work,Middle class,Excellent,Male,16,White
10,2016,Both equally,Middle class,Good,Female,18,White
40,2016,Hard work,Middle class,Good,Male,16,White
,2016,Hard work,Lower class,Fair,Female,12,White
36,2016,Luck or help,Middle class,Excellent,Female,16,White
45,2016,Hard work,Working class,Excellent,Male,14,Black
4,2016,Luck or help,Working class,Good,Male,14,White
,2016,Luck or help,Middle class,Good,Female,14,White
,2016,Hard work,Working class,Good,Female,12,White
,2016,Luck or help,Working class,Excellent,Male,12,White
,2016,Hard work,Upper class,Good,Male,20,White
,2016,Both equally,Working class,Excellent,Female,16,White
,2016,Hard work,Middle class,Fair,Female,14,White
,2016,Hard work,Middle class,Excellent,Male,12,White
40,2016,Both equally,Working class,Good,Male,16,White
40,2016,Hard work,Working class,Excellent,Female,16,Black
,2016,Luck or help,Lower class,Fair,Female,15,Black
40,2016,Hard work,Working class,Excellent,Female,14,Black
50,2016,Hard work,Middle class,Excellent,Male,12,Black
,2016,Both equally,Middle class,Good,Female,12,White
,2016,Hard work,Middle class,Fair,Female,12,White
40,2016,Luck or help,Working class,Fair,Male,9,Hispanic
40,2016,Hard work,Working class,Good,Female,16,White
25,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Luck or help,Lower class,Poor,Male,8,White
40,2016,Hard work,Working class,Good,Female,14,White
65,2016,Hard work,Middle class,Good,Female,13,White
40,2016,Hard work,Working class,Fair,Male,12,White
40,2016,Hard work,Working class,Good,Male,15,White
,2016,Hard work,Working class,Good,Female,12,White
30,2016,Hard work,Working class,Good,Male,12,White
,2016,Hard work,Middle class,Good,Female,17,White
50,2016,Both equally,Middle class,Good,Male,14,White
,2016,Luck or help,Middle class,Fair,Male,12,Black
,2016,Luck or help,Working class,Fair,Male,14,Black
2,2016,Both equally,Middle class,Good,Female,20,White
20,2016,Luck or help,Working class,Good,Female,11,Black
48,2016,Hard work,Working class,Good,Female,15,Hispanic
,2016,Luck or help,Working class,Good,Male,13,White
,2016,Hard work,Middle class,Good,Female,18,White
,2016,Hard work,Middle class,Good,Female,10,White
,2016,Hard work,Middle class,Fair,Female,14,White
,2016,Hard work,Upper class,Fair,Female,8,White
,2016,Hard work,Working class,Good,Female,14,White
,2016,Luck or help,Working class,Fair,Female,9,White
40,2016,Hard work,Working class,Poor,Male,12,White
,2016,Hard work,Lower class,Good,Male,13,White
,2016,Hard work,Working class,Good,Male,12,White
45,2016,Both equally,Middle class,Good,Female,12,White
50,2016,Both equally,Upper class,Good,Male,18,Black
,2016,Both equally,Middle class,Good,Male,15,White
,2016,Both equally,Working class,Excellent,Male,16,White
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Luck or help,Lower class,Good,Female,10,Black
,2016,Hard work,Middle class,Fair,Female,14,White
,2016,Both equally,Middle class,Good,Female,20,White
,2016,Both equally,Middle class,Excellent,Male,18,Other
,2016,Hard work,Middle class,Excellent,Female,17,White
89,2016,Hard work,Middle class,Fair,Male,14,White
,2016,Luck or help,Middle class,Good,Male,20,White
24,2016,Both equally,Working class,Fair,Female,14,White
40,2016,Both equally,Middle class,Good,Male,13,Black
45,2016,Hard work,Middle class,Good,Male,18,White
65,2016,Hard work,Lower class,Poor,Female,14,White
40,2016,Hard work,Middle class,Fair,Female,13,White
40,2016,Hard work,Working class,Good,Female,13,Black
40,2016,Hard work,Working class,Good,Female,14,Black
,2016,Hard work,Lower class,Poor,Female,16,White
,2016,Hard work,Working class,Excellent,Female,13,Black
,2016,Hard work,Middle class,Good,Female,12,Black
46,2016,Luck or help,Middle class,Good,Male,12,Black
,2016,Hard work,Lower class,Fair,Male,9,White
50,2016,Hard work,Working class,Fair,Female,15,Black
50,2016,Both equally,Middle class,Fair,Female,20,Black
,2016,Hard work,Working class,Good,Male,10,Black
,2016,Luck or help,Lower class,Fair,Female,11,Black
35,2016,Both equally,Working class,Good,Female,14,White
,2016,Both equally,Working class,Fair,Female,14,White
,2016,Hard work,Working class,Poor,Male,10,White
,2016,Hard work,Lower class,Good,Male,11,White
32,2016,Both equally,Middle class,Excellent,Female,16,Black
,2016,Hard work,Lower class,Fair,Male,10,Black
,2016,Hard work,Middle class,Fair,Male,14,Black
25,2016,Hard work,Working class,Good,Female,10,Black
,2016,Both equally,Middle class,Fair,Female,16,Black
40,2016,Hard work,Working class,Good,Male,12,Hispanic
40,2016,Hard work,Working class,Good,Male,14,White
40,2016,Both equally,Working class,Good,Female,13,White
,2016,Hard work,Middle class,Fair,Female,12,White
,2016,Both equally,Middle class,Excellent,Female,18,White
45,2016,Hard work,Working class,Poor,Female,14,White
40,2016,Hard work,Working class,Fair,Female,13,White
,2016,Luck or help,Middle class,Good,Male,8,White
,2016,Hard work,Working class,Excellent,Female,15,White
48,2016,Hard work,Working class,Fair,Male,12,Other
40,2016,Both equally,Middle class,Good,Male,16,Black
,2016,Luck or help,Lower class,Fair,Male,16,White
56,2016,Both equally,Working class,Fair,Female,12,White
,2016,Hard work,Middle class,Good,Female,12,White
45,2016,Both equally,Working class,Good,Male,12,Hispanic
,2016,Hard work,Middle class,Fair,Female,14,White
,2016,Hard work,Working class,Fair,Female,7,Hispanic
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Hard work,Middle class,Fair,Male,12,Other
53,2016,Hard work,Working class,Fair,Female,11,Black
65,2016,Luck or help,Middle class,Fair,Male,11,Black
,2016,Hard work,Upper class,Excellent,Male,19,White
50,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Hard work,Middle class,Fair,Female,12,White
20,2016,Both equally,Working class,Good,Female,13,White
33,2016,Hard work,Working class,Excellent,Female,16,White
62,2016,Hard work,Middle class,Excellent,Male,12,White
,2016,Hard work,Middle class,Poor,Female,10,White
,2016,Hard work,Working class,Good,Female,17,White
40,2016,Hard work,Working class,Good,Male,12,White
,2016,Hard work,Working class,Fair,Female,12,White
,2016,Hard work,Working class,Fair,Female,12,White
50,2016,Hard work,Middle class,Good,Male,16,White
40,2016,Hard work,Working class,Excellent,Male,12,White
,2016,Hard work,Working class,Good,Female,16,White
,2016,Hard work,Working class,Fair,Male,16,White
,2016,Hard work,Lower class,Fair,Female,11,White
32,2016,Hard work,Working class,Good,Female,15,White
,2016,Luck or help,Lower class,Poor,Male,14,White
,2016,Hard work,Middle class,Good,Female,14,White
,2016,Hard work,Working class,Fair,Female,12,White
40,2016,Luck or help,Working class,Fair,Male,13,White
,2016,Hard work,Middle class,Excellent,Female,19,White
54,2016,Hard work,Working class,Poor,Male,9,White
40,2016,Hard work,Working class,Good,Female,13,White
,2016,Hard work,Middle class,Poor,Female,12,White
,2016,Hard work,Working class,Poor,Male,14,White
29,2016,Hard work,Working class,Good,Female,14,White
60,2016,Hard work,Middle class,Good,Male,16,White
4,2016,Hard work,Middle class,Good,Female,16,White
,2016,Hard work,Middle class,Excellent,Female,16,Other
40,2016,Hard work,Working class,Fair,Male,18,White
40,2016,Hard work,Middle class,Excellent,Male,15,White
,2016,Luck or help,Upper class,Excellent,Male,20,White
,2016,Both equally,Working class,Excellent,Male,14,White
,2016,Hard work,Middle class,Fair,Female,16,White
,2016,Hard work,Working class,Good,Female,16,White
,2016,Hard work,Working class,Good,Male,14,White
,2016,Luck or help,Working class,Poor,Male,12,White
,2016,Hard work,Working class,Fair,Male,12,White
,2016,Hard work,Middle class,Excellent,Female,16,White
42,2016,Hard work,Working class,Excellent,Female,13,White
30,2016,Both equally,Working class,Fair,Female,12,White
24,2016,Hard work,Middle class,Good,Female,12,White
42,2016,Luck or help,Lower class,Fair,Male,12,White
40,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Hard work,Working class,Good,Female,12,White
22,2016,Hard work,Middle class,Good,Female,12,White
32,2016,Hard work,Working class,Excellent,Female,12,White
36,2016,Hard work,Upper class,Excellent,Female,11,Black
40,2016,Both equally,Working class,Good,Female,15,White
,2016,Hard work,Lower class,Excellent,Female,12,Black
,2016,Hard work,Working class,Good,Male,14,White
50,2016,Hard work,Working class,Good,Male,11,White
,2016,Hard work,Lower class,Fair,Male,12,White
,2016,Hard work,Working class,Excellent,Female,17,White
45,2016,Luck or help,Lower class,Good,Male,16,Black
35,2016,Luck or help,Working class,Excellent,Male,16,White
22,2016,Both equally,Upper class,Excellent,Male,19,White
40,2016,Hard work,Middle class,Excellent,Female,15,Black
20,2016,Hard work,Middle class,Good,Male,13,White
40,2016,Hard work,Middle class,Excellent,Female,16,White
,2016,Hard work,Middle class,Good,Female,13,White
40,2016,Both equally,Middle class,Good,Female,18,White
,2016,Luck or help,Working class,Good,Male,12,White
40,2016,Hard work,Working class,Good,Male,18,White
40,2016,Both equally,Middle class,Excellent,Female,16,White
,2016,Hard work,Middle class,Fair,Male,20,White
60,2016,Hard work,Middle class,Good,Male,20,White
54,2016,Hard work,Working class,Fair,Male,12,White
40,2016,Luck or help,Lower class,Fair,Female,12,White
30,2016,Hard work,Upper class,Good,Male,18,White
40,2016,Luck or help,Working class,Good,Male,13,White
36,2016,Hard work,Middle class,Good,Male,18,White
72,2016,Hard work,Working class,Fair,Male,12,White
22,2016,Hard work,Working class,Excellent,Female,12,White
40,2016,Hard work,Middle class,Fair,Male,12,White
60,2016,Hard work,Working class,Good,Male,13,White
70,2016,Hard work,Middle class,Excellent,Male,12,White
,2016,Both equally,Middle class,Fair,Female,12,White
,2016,Hard work,Working class,Good,Female,13,White
,2016,Hard work,Working class,Excellent,Male,16,Black
,2016,Luck or help,Middle class,Good,Male,19,White
36,2016,Hard work,Working class,Excellent,Male,16,White
40,2016,Hard work,Working class,Good,Female,9,White
10,2016,Luck or help,Working class,Good,Female,16,White
25,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Working class,Fair,Female,12,White
,2016,Hard work,Working class,Fair,Male,12,White
41,2016,Luck or help,Working class,Good,Male,15,White
,2016,Both equally,Lower class,Good,Female,17,White
40,2016,Luck or help,Working class,Fair,Male,12,White
25,2016,Hard work,Working class,Good,Female,12,Black
