"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"1761",1761,2652,4,47,19,12,"Working class",4,"Hispanic","Smaller city","Protestant","West","No","HS Diploma",0
"1762",1762,2654,0,19,NA,12,"Working class",5,"Hispanic","Smaller city","Catholic","West","Yes","HS Diploma",NA
"1763",1763,2655,3,61,20,18,"Working class",4,"White","Smaller city","Other","West","Yes","Grad/Prof Degree",0
"1764",1764,2655,0,50,NA,13,"Working class",4,"White","Rural","Protestant","Southeast","No","Some College",NA
"1765",1765,2656,0,42,NA,12,"Middle class",1,"Hispanic","Smaller city","Catholic","West","No","HS Diploma",NA
"1766",1766,2657,8,63,NA,7,"Upper class",1,"Black","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1767",1767,2659,1,62,20,12,"Middle class",3,"White","Smaller city","Catholic","West","No","HS Diploma",0
"1768",1768,2662,2,42,25,17,"Middle class",3,"Hispanic","Smaller city","Catholic","West","No","Grad/Prof Degree",0
"1769",1769,2664,8,71,NA,8,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1770",1770,2664,2,35,25,12,"Working class",1,"Hispanic","Smaller city","Catholic","West","No","HS Diploma",0
"1771",1771,2665,2,42,NA,12,"Middle class",3,"White","Rural","Protestant","Southeast","No","HS Diploma",NA
"1772",1772,2665,5,46,22,15,"Working class",5,"White","Rural","Protestant","West","No","Some College",0
"1773",1773,2666,5,51,23,12,"Working class",6,"White","Rural","Protestant","West","No","HS Diploma",0
"1774",1774,2667,3,39,29,16,"Working class",4,"White","Rural","Protestant","West","Yes","College Degree",0
"1775",1775,2667,2,35,NA,13,"Middle class",8,"White","Rural","Protestant","Southeast","Yes","Some College",NA
"1776",1776,2669,3,52,20,12,"Middle class",1,"White","Rural","Protestant","West","Yes","HS Diploma",0
"1777",1777,2673,1,64,NA,17,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1778",1778,2675,5,34,23,19,"Middle class",4,"White","Rural","Protestant","West","No","Grad/Prof Degree",0
"1779",1779,2676,4,31,16,11,"Working class",2,"White","Rural","Protestant","West","Yes","Less Than HS",0
"1780",1780,2681,3,30,19,14,"Middle class",5,"White","Rural","Protestant","West","Yes","Some College",0
"1781",1781,2682,0,25,NA,15,"Working class",2,"White","Rural","Protestant","West","No","Some College",NA
"1782",1782,2683,4,41,19,15,"Working class",0,"White","Rural","None","West","No","Some College",0
"1783",1783,2684,4,52,25,13,"Working class",4,"White","Rural","None","West","No","Some College",0
"1784",1784,2685,2,49,32,16,"Middle class",6,"White","Rural","Protestant","West","No","College Degree",1
"1785",1785,2686,1,32,NA,12,"Working class",5,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1786",1786,2686,1,65,26,10,"Working class",4,"Other","Smaller city","Eastern","West","No","Less Than HS",0
"1787",1787,2689,2,49,NA,14,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1788",1788,2689,4,81,17,12,"Middle class",3,"White","Smaller city","Catholic","West","Yes","HS Diploma",0
"1789",1789,2691,2,26,22,12,"Working class",2,"Black","Smaller city","Catholic","West","Yes","HS Diploma",0
"1790",1790,2692,4,88,25,8,"Middle class",0,"White","Smaller city","Catholic","West","Yes","Less Than HS",0
"1791",1791,2693,0,70,NA,12,"Middle class",3,"White","Smaller city","Catholic","West","No","HS Diploma",NA
"1792",1792,2694,0,28,NA,15,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",NA
"1793",1793,2695,1,50,35,17,"Working class",2,"White","Smaller city","Catholic","West","No","Grad/Prof Degree",1
"1794",1794,2696,0,32,NA,12,"Working class",1,"White","Smaller city","Other","West","Yes","HS Diploma",NA
"1795",1795,2698,2,35,21,12,"Working class",1,"White","Smaller city","None","West","Yes","HS Diploma",0
"1796",1796,2699,2,64,21,11,"Middle class",2,"White","Smaller city","None","West","No","Less Than HS",0
"1797",1797,2699,0,26,NA,13,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1798",1798,2702,0,50,NA,15,"Working class",0,"White","Smaller city","Other","West","Yes","Some College",NA
"1799",1799,2703,5,34,21,9,"Working class",1,"Hispanic","Smaller city","Protestant","West","Yes","Less Than HS",0
"1800",1800,2704,2,28,22,14,"Working class",3,"White","Smaller city","Protestant","West","Yes","Some College",0
"1801",1801,2704,2,44,NA,11,"Middle class",3,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1802",1802,2705,1,23,21,12,"Working class",1,"White","Smaller city","None","West","Yes","HS Diploma",0
"1803",1803,2706,3,65,19,11,"Working class",1,"Hispanic","Big city","Catholic","Northeast","Yes","Less Than HS",0
"1804",1804,2708,1,51,33,16,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","College Degree",1
"1805",1805,2709,2,50,25,13,"Working class",0,"Hispanic","Suburb","Catholic","Northeast","Yes","Some College",0
"1806",1806,2710,2,50,NA,13,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1807",1807,2712,4,34,20,16,"Middle class",0,"Hispanic","Suburb","None","West","Yes","College Degree",0
"1808",1808,2713,3,62,28,13,"Working class",0,"White","Suburb","Protestant","West","No","Some College",0
"1809",1809,2714,1,32,NA,11,"Working class",5,"Black","Smaller city","None","Southeast","No","Less Than HS",NA
"1810",1810,2714,2,68,24,15,"Middle class",1,"White","Suburb","Protestant","West","No","Some College",0
"1811",1811,2715,4,51,22,14,"Middle class",7,"White","Suburb","Protestant","West","Yes","Some College",0
"1812",1812,2715,1,57,NA,12,"Upper class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1813",1813,2716,1,27,26,12,"Working class",1,"Hispanic","Suburb","None","West","No","HS Diploma",0
"1814",1814,2717,2,40,34,19,"Middle class",7,"White","Big city","Protestant","West","No","Grad/Prof Degree",1
"1815",1815,2720,0,60,NA,16,"Middle class",0,"White","Big city","Jewish","West","No","College Degree",NA
"1816",1816,2722,2,55,23,14,"Working class",1,"White","Suburb","Catholic","Midwest","No","Some College",0
"1817",1817,2723,0,50,NA,14,"Middle class",0,"White","Suburb","Protestant","Midwest","No","Some College",NA
"1818",1818,2724,0,26,NA,14,"Working class",1,"White","Suburb","None","Midwest","No","Some College",NA
"1819",1819,2726,0,52,NA,17,"Working class",3,"White","Smaller city","Protestant","West","Yes","Grad/Prof Degree",NA
"1820",1820,2727,4,82,22,16,"Upper class",2,"White","Smaller city","Catholic","West","Yes","College Degree",0
"1821",1821,2728,2,49,NA,12,"Middle class",4,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1822",1822,2728,0,26,NA,19,"Middle class",1,"White","Suburb","None","West","Yes","Grad/Prof Degree",NA
"1823",1823,2730,0,61,NA,16,"Upper class",4,"White","Suburb","Catholic","Southeast","Yes","College Degree",NA
"1824",1824,2732,3,60,24,16,"Upper class",0,"White","Suburb","None","Midwest","No","College Degree",0
"1825",1825,2733,2,36,32,18,"Middle class",0,"White","Suburb","Protestant","Midwest","Yes","Grad/Prof Degree",1
"1826",1826,2734,2,46,27,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1827",1827,2735,2,34,27,16,"Middle class",2,"White","Suburb","Protestant","Southeast","No","College Degree",0
"1828",1828,2736,0,41,NA,18,"Middle class",4,"White","Big city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1829",1829,2737,4,85,26,16,"Middle class",0,"White","Big city","Jewish","Southeast","Yes","College Degree",0
"1830",1830,2737,3,69,NA,9,"Working class",4,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1831",1831,2738,1,22,21,13,"Middle class",4,"Black","Suburb","Protestant","Southeast","No","Some College",0
"1832",1832,2738,0,19,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1833",1833,2739,1,40,24,12,"Working class",0,"Black","Suburb","Catholic","Southeast","No","HS Diploma",0
"1834",1834,2741,2,56,35,12,"Working class",0,"White","Big city","None","Southeast","No","HS Diploma",1
"1835",1835,2742,1,48,29,11,"Working class",0,"Hispanic","Suburb","Catholic","Southeast","Yes","Less Than HS",0
"1836",1836,2743,4,53,19,13,"Middle class",1,"White","Big city","None","Southeast","Yes","Some College",0
"1837",1837,2744,0,46,NA,18,"Upper class",6,"White","Suburb","None","Northeast","No","Grad/Prof Degree",NA
"1838",1838,2745,2,38,27,13,"Middle class",2,"Black","Suburb","Other","Southeast","Yes","Some College",0
"1839",1839,2745,2,38,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1840",1840,2746,0,50,NA,12,"Middle class",1,"White","Suburb",NA,"Southeast","Yes","HS Diploma",NA
"1841",1841,2747,4,57,18,12,"Lower class",0,"White","Suburb","Protestant","West","No","HS Diploma",0
"1842",1842,2748,1,32,30,17,"Middle class",0,"White","Suburb","Other","West","Yes","Grad/Prof Degree",1
"1843",1843,2749,1,47,24,12,"Working class",2,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1844",1844,2749,0,21,NA,13,"Working class",3,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1845",1845,2750,0,53,NA,20,"Upper class",4,"White","Smaller city","Other","Midwest","Yes","Grad/Prof Degree",NA
"1846",1846,2751,0,36,NA,12,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1847",1847,2751,2,63,26,11,"Middle class",3,"White","Smaller city","Catholic","Midwest","No","Less Than HS",0
"1848",1848,2752,3,78,23,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1849",1849,2753,2,51,NA,12,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1850",1850,2755,3,67,22,17,"Middle class",2,"White","Suburb","Jewish","Southeast","Yes","Grad/Prof Degree",0
"1851",1851,2757,0,48,NA,16,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","College Degree",NA
"1852",1852,2762,3,55,27,16,"Middle class",3,"White","Suburb","Protestant","West","Yes","College Degree",0
"1853",1853,2763,1,35,27,12,"Lower class",1,"White","Smaller city","None","Northeast","No","HS Diploma",0
"1854",1854,2765,7,37,23,10,"Middle class",0,"Black","Smaller city","None","Northeast","No","Less Than HS",0
"1855",1855,2766,4,71,NA,8,"Lower class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1856",1856,2766,4,47,20,13,"Middle class",1,"Black","Rural","None","Northeast","Yes","Some College",0
"1857",1857,2767,0,34,NA,14,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","Some College",NA
"1858",1858,2769,3,61,18,15,"Lower class",0,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
"1859",1859,2770,1,67,22,8,"Working class",3,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",0
"1860",1860,2771,4,45,22,13,"Working class",0,"White","Smaller city","None","Midwest","No","Some College",0
"1861",1861,2771,1,75,NA,8,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1862",1862,2772,0,33,NA,12,"Working class",0,"White","Smaller city","None","Midwest","No","HS Diploma",NA
"1863",1863,2773,2,34,22,12,"Working class",2,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",0
"1864",1864,2774,3,56,24,14,"Middle class",6,"White","Smaller city","Catholic","Midwest","No","Some College",0
"1865",1865,2776,3,28,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1866",1866,2776,4,60,19,14,"Working class",1,"Black","Smaller city","Protestant","Midwest","Yes","Some College",0
"1867",1867,2777,2,70,NA,12,"Working class",1,"White","Rural","Protestant","Southeast","No","HS Diploma",NA
"1868",1868,2777,4,74,33,16,"Middle class",6,"White","Suburb","Protestant","Midwest","No","College Degree",1
"1869",1869,2778,3,71,21,12,"Middle class",0,"White","Smaller city","Catholic","Midwest","No","HS Diploma",0
"1870",1870,2779,0,24,NA,17,"Working class",2,"White","Smaller city","Catholic","Midwest","Yes","Grad/Prof Degree",NA
"1871",1871,2781,2,85,26,16,"Middle class",0,"White","Smaller city","None","Midwest","No","College Degree",0
"1872",1872,2782,3,66,18,16,"Middle class",0,"White","Smaller city","Protestant","Midwest","No","College Degree",0
"1873",1873,2784,2,55,29,16,"Middle class",5,"White","Smaller city","Protestant","Southeast","No","College Degree",0
"1874",1874,2785,2,47,26,14,"Middle class",1,"Black","Smaller city","Protestant","Southeast","No","Some College",0
"1875",1875,2786,2,66,21,14,"Middle class",2,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1876",1876,2786,4,56,NA,9,"Middle class",4,"Other","Rural","Catholic","Southeast","No","Less Than HS",NA
"1877",1877,2787,2,43,21,12,"Working class",1,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1878",1878,2788,1,27,24,11,"Working class",0,"White","Smaller city","Other","Southeast","No","Less Than HS",0
"1879",1879,2789,1,85,NA,13,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Some College",NA
"1880",1880,2789,4,28,15,10,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1881",1881,2791,3,43,24,15,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1882",1882,2792,0,23,NA,12,"Working class",0,"Black","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
"1883",1883,2793,4,35,15,12,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1884",1884,2794,1,25,24,16,"Working class",1,"White","Suburb","None","Southeast","Yes","College Degree",0
"1885",1885,2795,0,21,NA,16,"Middle class",5,"White","Suburb","Protestant","Southeast","No","College Degree",NA
"1886",1886,2797,1,89,20,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1887",1887,2797,1,25,NA,12,"Working class",1,"White","Rural","Catholic","Southeast","Yes","HS Diploma",NA
"1888",1888,2798,0,39,NA,16,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","College Degree",NA
"1889",1889,2801,3,47,43,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","No","HS Diploma",1
"1890",1890,2802,2,62,24,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1891",1891,2804,2,33,24,14,"Lower class",6,"White","Smaller city","Protestant","West","Yes","Some College",0
"1892",1892,2807,8,61,26,19,"Middle class",2,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",0
"1893",1893,2808,0,25,NA,17,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1894",1894,2809,0,31,NA,15,"Middle class",1,"White","Smaller city","Protestant","West","No","Some College",NA
"1895",1895,2810,2,62,20,16,"Middle class",1,"White","Smaller city","Protestant","West","No","College Degree",0
"1896",1896,2811,5,43,18,10,"Middle class",0,"Hispanic","Smaller city","Catholic","West","Yes","Less Than HS",0
"1897",1897,2812,4,48,NA,14,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1898",1898,2817,1,32,NA,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1899",1899,2823,5,77,NA,8,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1900",1900,2831,1,41,NA,12,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
"1901",1901,2832,2,32,NA,12,"Middle class",1,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
"1902",1902,2839,2,39,NA,16,"Working class",4,"White","Rural","Other","Southeast","No","College Degree",NA
"1903",1903,2841,3,75,NA,14,"Middle class",7,"Black","Rural","Protestant","Southeast","Yes","Some College",NA
"1904",1904,2853,1,78,NA,4,"Working class",1,"Black","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1905",1905,2855,7,56,NA,7,"Lower class",0,"Black","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1906",1906,2861,4,36,NA,18,"Middle class",4,"White","Smaller city","Catholic","West","Yes","Grad/Prof Degree",NA
"1907",1907,2863,1,76,NA,9,"Middle class",0,"White","Smaller city","Protestant","West","No","Less Than HS",NA
"1908",1908,2869,5,41,NA,16,"Working class",4,"White","Smaller city","Protestant","West","Yes","College Degree",NA
"1909",1909,2876,1,42,NA,15,"Middle class",5,"White","Smaller city","Protestant","West","No","Some College",NA
"1910",1910,2877,3,65,NA,12,"Middle class",4,"White","Smaller city","Catholic","West","Yes","HS Diploma",NA
"1911",1911,2881,2,31,NA,12,"Working class",0,"White","Smaller city","Other","West","No","HS Diploma",NA
"1912",1912,2893,1,34,NA,14,"Working class",0,"White","Smaller city","Protestant","West","No","Some College",NA
"1913",1913,2900,5,89,NA,8,"Middle class",2,"White","Smaller city","Protestant","West","Yes","Less Than HS",NA
"1914",1914,2904,2,55,NA,12,"Working class",0,"White","Smaller city","Protestant","West","Yes","HS Diploma",NA
